,mean,std,max,mean_rating
Dresden,783.0750564334086,110.82962250639193,1063.0,783.0750564334086
Drogheda,829.8953147877013,134.32425557523786,1265.0,829.8953147877013
Droylsden,610.8877819548873,21.61925919364017,1000.0,610.8877819548873
Duisburg,865.7806997742664,131.42880228882825,1190.0,865.7806997742664
Dumbarton,642.6837209302325,142.68295107064952,1077.0,642.6837209302325
Dundalk,1099.9917032698877,170.4327602878304,1423.0,1099.9917032698877
Dundee,890.1345063086005,124.4762585116057,1184.0,890.1345063086005
Dundee United,939.9793957633985,126.93345101973814,1309.0,939.9793957633985
Dunfermline,842.7896747308716,175.10534481477916,1239.0,842.7896747308716
Dunkerque,576.3425196850394,129.64991354376082,1006.0,576.3425196850394
Dusseldorf,818.4482399258916,60.079574585443815,1119.0,818.4482399258916
Dynamo Moscow,971.3892245720041,164.51354101482923,1278.0,971.3892245720041
East Fife,583.9965576592083,172.19026757010488,969.0,583.9965576592083
East Stirling,392.7874236252546,217.00790934362254,1084.0,392.7874236252546
Eastbourne Borough,691.9726894913913,42.27507719508877,974.0,691.9726894913913
Eastleigh,656.8157974992375,116.11351604969718,1026.0,656.8157974992375
Ebbsfleet,654.1,111.89855778535559,1019.0,654.1
Ecija,846.7882744180317,11.760068750420173,960.0,846.7882744180317
Edessaikos,802.8630343866171,45.852048019726716,1102.0,802.8630343866171
Edinburgh City,413.07181467181465,88.34259622422557,922.0,413.07181467181465
Egaleo,881.5812815188372,82.81557800977401,1197.0,881.5812815188372
Eibar,826.1042000246335,111.78112623849337,1164.0,826.1042000246335
Ein Frankfurt,980.308690744921,67.45062261977337,1213.0,980.308690744921
Ein Trier,806.3352237890864,54.73513197223496,1099.0,806.3352237890864
Elazigspor,825.637436762226,82.01638337347936,1067.0,825.637436762226
Elche,811.7911400485127,105.36278970627333,1054.0,811.7911400485127
Eldense,815.1004566210046,67.74255739459021,1010.0,815.1004566210046
Eleysina,896.5053521871283,12.241919620175533,1039.0,896.5053521871283
Elfsborg,1028.2563850687623,107.22048525062075,1319.0,1028.2563850687623
Elgin,451.73449694905634,129.40635007907426,936.0,451.73449694905634
Elversberg,798.8051948051948,80.33825862553672,970.0,798.8051948051948
Empoli,902.1870292352866,86.28423659304535,1148.0,902.1870292352866
Epinal,686.1203146122649,24.779204961507727,941.0,686.1203146122649
Erciyesspor,881.9125664323676,65.3482013202264,1117.0,881.9125664323676
Erfurt,851.8674897119341,13.592924186929556,1019.0,851.8674897119341
Ergotelis,945.2136356114513,59.154901874881126,1150.0,945.2136356114513
Erzgebirge Aue,770.6129952456419,106.64362189723275,1037.0,770.6129952456419
Erzurum,987.5651141311519,12.5597259646555,1050.0,987.5651141311519
Erzurum BB,880.3517932489451,34.01268081003707,1020.0,880.3517932489451
Erzurumspor,775.5754342771166,35.46294987278084,1034.0,775.5754342771166
Esbjerg,773.6595423686196,176.3151067158715,1192.0,773.6595423686196
Eskisehirspor,924.0822701800405,57.518979575415486,1134.0,924.0822701800405
Espanol,923.447871970312,94.76326846003569,1197.0,923.447871970312
Espinho,778.2650098425197,38.47251630374434,1107.0,778.2650098425197
Essen,832.786758383491,15.85453613444881,962.0,832.786758383491
Est Amadora,871.2385639837869,73.8706999124731,1148.0,871.2385639837869
Estoril,842.4916625392108,84.60057468645493,1132.0,842.4916625392108
Estrela,867.7853881278539,56.07052052328688,955.0,867.7853881278539
Estudiantes L.P.,924.5118746841839,132.53109833068766,1298.0,924.5118746841839
Eth Asteras,831.5809578107184,40.44213594854171,1111.0,831.5809578107184
Ethnikos,751.7926347583643,36.820959608117356,1035.0,751.7926347583643
Ethnikos Asteras,1003.454869829523,14.342209065684184,1078.0,1003.454869829523
Ethnikos Piraeus,637.8082471594536,55.87028514706991,1026.0,637.8082471594536
Eupen,778.221022476862,66.67340900262109,983.0,778.221022476862
Everton,959.7762221971323,99.43461242995852,1210.0,959.7762221971323
Evian Thonon Gaillard,746.7217813051146,94.55257241316299,1045.0,746.7217813051146
Excelsior,732.2799938631482,82.58353842046897,1018.0,732.2799938631482
Exeter,629.268149486282,154.80045440774086,1085.0,629.268149486282
Extremadura,748.3959847271832,93.1457622573187,1111.0,748.3959847271832
Extremadura UD,690.3398623610376,48.859675674041995,975.0,690.3398623610376
F Koln,881.0485108303249,37.79799741867144,1086.0,881.0485108303249
F. Andria,880.5078513979319,21.713456165334442,1071.0,880.5078513979319
FC Arges,865.6160503540519,99.57775671276728,1133.0,865.6160503540519
FC Botosani,927.8711808422792,117.79458773158053,1254.0,927.8711808422792
FC Brasov,911.4566750629723,52.02063433486148,1167.0,911.4566750629723
FC Brussels,709.2588874259382,77.90471099410313,1015.0,709.2588874259382
FC Cincinnati,641.0930913348947,191.95076349271216,1036.0,641.0930913348947
