,mean,std,max,mean_rating
FC Copenhagen,1073.8855921548907,130.48556291360705,1374.0,1073.8855921548907
FC Dallas,842.7242053789731,140.17357519202687,1183.0,842.7242053789731
FC Edinburgh,596.4288164665523,146.08247914988374,1008.0,596.4288164665523
FC Emmen,734.4931434599156,86.65026879502827,1023.0,734.4931434599156
FC Hermannstadt,894.4449660928534,102.42972906641613,1234.0,894.4449660928534
FC Koln,948.4425507900677,82.3254012829196,1160.0,948.4425507900677
FC Rapid Bucuresti,888.4555527574918,96.22077220535012,1188.0,888.4555527574918
FC Tokyo,911.2556832070399,143.76567337143678,1292.0,911.2556832070399
FC Voluntari,867.9132049983114,108.29016122500084,1153.0,867.9132049983114
FCSB,1148.2554156171284,107.89307367052403,1361.0,1148.2554156171284
FK Anzi Makhackala,790.7698312767565,144.86405303041792,1272.0,790.7698312767565
FK Rostov,972.254279959718,117.72018132940858,1233.0,972.254279959718
FSV Frankfurt,737.3053496989347,14.079153331175341,1000.0,737.3053496989347
Fakel Voronezh,916.0889261744967,93.10873996030782,1085.0,916.0889261744967
Falkenbergs,724.7379269729093,128.51721574848457,1076.0,724.7379269729093
Falkirk,856.3643940270865,161.90409639848292,1217.0,856.3643940270865
Famalicao,879.4026802807913,77.50215631138065,1109.0,879.4026802807913
Farense,843.3625521074572,66.68218779407462,1146.0,843.3625521074572
Farsley,611.5588345864662,36.56258515164535,1013.0,611.5588345864662
Farul Constanta,1045.590717299578,104.49529325714009,1294.0,1045.590717299578
Feirense,743.317158931083,89.08151605517529,1072.0,743.317158931083
Feirense ,993.0,0.0,993.0,993.0
Felgueiras,867.8502386634844,16.439326868781343,1046.0,867.8502386634844
Fenerbahce,1161.272369487209,87.26711018399381,1366.0,1161.272369487209
FeralpiSalo,706.5094339622641,67.776220197962,948.0,706.5094339622641
Fermana,735.7217498628634,18.151870140181995,937.0,735.7217498628634
Ferrol,794.3520705848869,53.03353189155193,1054.0,794.3520705848869
Feyenoord,1024.4551716350497,96.56681212608264,1251.0,1024.4551716350497
Feyenoord ,1010.0,0.0,1010.0,1010.0
Figueirense,727.1861332007952,106.5495297194147,1148.0,727.1861332007952
Finn Harps,779.9101398601399,162.70451645019807,1142.0,779.9101398601399
Fiorentina,1011.1719819088485,99.70071076513783,1230.0,1011.1719819088485
Flamengo RJ,951.3696894409937,123.86163148049475,1259.0,951.3696894409937
Fleetwood Town,569.873758552196,174.73926321277622,1126.0,569.873758552196
Fluminense,904.4162524850894,128.08556495778973,1284.0,904.4162524850894
Foggia,864.1616915422885,86.81102266488323,1094.0,864.1616915422885
For Sittard,742.7153424003818,89.8199851633994,1093.0,742.7153424003818
Forest Green,641.747039643041,203.24796306385008,1024.0,641.747039643041
Forfar,589.9803746654773,170.89522461075813,1036.0,589.9803746654773
Fortaleza,867.3142340168878,118.2586061920635,1136.0,867.3142340168878
Fortuna Dusseldorf,848.7940685045949,102.75700501118607,1122.0,848.7940685045949
Frankfurt FSV,703.6991676575506,105.35317293688881,996.0,703.6991676575506
Fredrikstad,923.8471915624234,21.483931738622733,1014.0,923.8471915624234
Freiburg,976.0762979683973,75.49517044883531,1210.0,976.0762979683973
Frosinone,793.4741301604471,92.72351970608938,1005.0,793.4741301604471
Fuenlabrada,662.8474358974358,113.03920227353572,1044.0,662.8474358974358
Fulham,876.8465620413233,129.71031517364045,1197.0,876.8465620413233
Fylde,637.1212121212121,96.8282626726733,967.0,637.1212121212121
GAIS,570.8325147347741,55.16502514078884,1041.0,570.8325147347741
GKS Belchatow,745.7491130258489,143.5285600827092,1224.0,745.7491130258489
Galatasaray,1151.9886547811993,100.98197432975626,1364.0,1151.9886547811993
Gallipoli,582.3774335356918,54.31906499845478,973.0,582.3774335356918
Galway,865.7988165680473,118.55380895836602,1096.0,865.7988165680473
Gamba Osaka,900.7230505988756,182.97873486365913,1274.0,900.7230505988756
Gateshead,668.8151629072681,104.94605278935956,947.0,668.8151629072681
Gaz Metan Medias,850.3559919436052,205.49928059657367,1208.0,850.3559919436052
Gaziantep,884.7715019255455,114.60934360153296,1144.0,884.7715019255455
Gaziantepspor,929.5501273442926,133.17779676905187,1234.0,929.5501273442926
Geel,894.2335566798852,11.053239752443353,977.0,894.2335566798852
Gefle,1073.0036855036856,134.24527109065463,1168.0,1073.0036855036856
Genclerbirligi,946.9717527205372,90.10455320995527,1250.0,946.9717527205372
Genk,997.1814273430782,99.11234103992565,1268.0,997.1814273430782
Genoa,931.4764812302126,80.64794998179127,1202.0,931.4764812302126
Gent,981.8349421999761,79.30464817576657,1166.0,981.8349421999761
Germinal,826.7336114421931,151.16052101586803,1167.0,826.7336114421931
Getafe,883.0935872841875,92.26343812426862,1115.0,883.0935872841875
Giannina,949.3531941031941,73.29345695888951,1164.0,949.3531941031941
Gil Vicente,852.0831499710481,97.95209404883761,1113.0,852.0831499710481
Gillingham,661.5395732189229,197.24423033993256,1092.0,661.5395732189229
Gimnasia L.P.,870.7058823529412,117.8124736202686,1223.0,870.7058823529412
Gimnastic,750.3858430619181,100.04857197839729,1076.0,750.3858430619181
Giresunspor,892.3304347826087,37.645091786453925,997.0,892.3304347826087
Girona,844.7949176096884,90.39266247482311,1147.0,844.7949176096884
Gloria Buzau,890.1145833333334,13.420980344767448,975.0,890.1145833333334
Go Ahead Eagles,710.0756463813932,90.92280551344096,1109.0,710.0756463813932
Godoy Cruz,873.165404040404,147.81249656244776,1227.0,873.165404040404
Goias,821.8401194353963,103.87899562392182,1251.0,821.8401194353963
Gornik Z.,894.3915906788247,116.04665264134219,1225.0,894.3915906788247
Gornik Zabrze,970.3005780346821,89.36359113170623,1172.0,970.3005780346821
Goteborg,984.0999754360108,136.869496397939,1331.0,984.0999754360108
Goztep,907.7615921214608,102.03589498437469,1054.0,907.7615921214608
Graafschap,735.739737470167,94.84067667636798,1116.0,735.739737470167
Graafschap ,1044.0,0.0,1044.0,1044.0
Granada,841.2493914582873,87.45044753319056,1054.0,841.2493914582873
Granada 74,672.0672823218997,39.90859249570136,958.0,672.0672823218997
Grasshoppers,819.8166960020116,178.2102147089386,1334.0,819.8166960020116
Gravesend,850.9703106229621,21.47440322280909,995.0,850.9703106229621
Grays,721.0193924832676,71.88353905591883,1081.0,721.0193924832676
Gremio,962.0877236580517,109.25568352806124,1248.0,962.0877236580517
Grenoble,731.0104611757772,102.46908791618844,1017.0,731.0104611757772
Gretna,861.0752259843727,65.4405355535844,1134.0,861.0752259843727
Greuther Furth,868.7285332654878,106.45850156740977,1113.0,868.7285332654878
Grimsby,676.6162357457379,206.42481220116852,1114.0,676.6162357457379
Grodig,837.926802421574,67.43506225730916,1102.0,837.926802421574
Groningen,830.6750225835592,124.37828616997857,1098.0,830.6750225835592
Groningen ,1023.0,0.0,1023.0,1023.0
Grosseto,736.3872244205766,70.10271293387281,968.0,736.3872244205766
Guadalajara,765.8713615023474,37.372129978214296,1026.0,765.8713615023474
Guadalajara Chivas,827.1017375975824,116.81045691994571,1135.0,827.1017375975824
Guangzhou City,807.0697674418604,134.26792914194414,1095.0,807.0697674418604
Guangzhou Evergrande,1181.894644424934,83.33901320376792,1396.0,1181.894644424934
Guangzhou FC,835.6288759689922,240.36226066620057,1244.0,835.6288759689922
Guangzhou R&F,899.4089578454333,127.9193968465004,1217.0,899.4089578454333
Gubbio,594.5326291079812,46.52087384547707,939.0,594.5326291079812
Gueugnon,795.417917560162,86.82345670933391,1079.0,795.417917560162
Guimaraes,947.9785755645628,85.39182539830824,1269.0,947.9785755645628
Guingamp,837.1953776507029,103.2395910080697,1110.0,837.1953776507029
Guiseley,509.9028960817717,94.9617677263583,942.0,509.9028960817717
Guizhou Zhicheng,904.677392394484,70.94163879511581,1198.0,904.677392394484
Gutersloh,910.332800982801,24.705597771865712,1095.0,910.332800982801
HIFK,774.7154605263158,187.15875374339893,1112.0,774.7154605263158
HJK,1101.2008378511582,122.09994745953306,1308.0,1101.2008378511582
Hacettepespor,770.516858389528,22.269031263825962,1005.0,770.516858389528
Hacken,1015.7551571709233,116.46864996169835,1309.0,1015.7551571709233
Haka,923.7220305569246,73.66261625070246,1142.0,923.7220305569246
Halifax,692.7839050131926,103.3172564185844,1041.0,692.7839050131926
Halmstad,905.3146997929607,81.33734847576174,1124.0,905.3146997929607
Ham-Kam,733.0586552217453,128.07965932743784,991.0,733.0586552217453
HamKam,766.0594594594595,61.11217171983764,931.0,766.0594594594595
Hamburg,973.6025959367946,120.16608034452905,1247.0,973.6025959367946
Hamilton,836.2933209862252,131.78251583591845,1129.0,836.2933209862252
Hammarby,1008.9587561374796,130.6998325764744,1351.0,1008.9587561374796
Hangzhou Greentown,922.1896400351185,42.61829903393649,1084.0,922.1896400351185
Hannover,916.1643727436823,127.1513003359818,1187.0,916.1643727436823
Hansa Rostock,834.4910875451263,137.13029227426574,1172.0,834.4910875451263
Harelbeke,855.4150875938506,64.53286737302058,1193.0,855.4150875938506
Harrogate,509.33158171308463,189.1509583734529,988.0,509.33158171308463
Hartberg,783.3214659685864,118.57568951296801,1026.0,783.3214659685864
Hartlepool,629.8379812577622,174.07638526478732,1054.0,629.8379812577622
Hatayspor,880.6343223736968,108.437595323099,1079.0,880.6343223736968
Haugesund,897.1150355653667,137.03919219811547,1217.0,897.1150355653667
Havant & Waterlooville,473.75617446137676,75.26970386658252,927.0,473.75617446137676
Hayes & Yeading,651.3504594820384,44.72371824053369,945.0,651.3504594820384
Hearts,1000.4663734228499,118.22980435694687,1282.0,1000.4663734228499
Hebei,828.5179224579371,215.76189650421443,1231.0,828.5179224579371
Heerenveen,892.6737044145873,123.93046093270073,1171.0,892.6737044145873
Heidenheim,817.0931790499391,64.59291085378446,1017.0,817.0931790499391
Helsingborg,837.8044226044226,151.48653128926304,1314.0,837.8044226044226
Helsingor,607.4270246860112,73.0057360868693,952.0,607.4270246860112
Henan Songshan Longmen,925.7769973661107,108.6331811826484,1244.0,925.7769973661107
Heracles,826.4325690335306,100.86682323488917,1163.0,826.4325690335306
Heracles ,1025.0,0.0,1025.0,1025.0
Hercules,762.6377632713388,108.89153232458293,1072.0,762.6377632713388
Hereford,697.2035677994807,122.97740057918513,1123.0,697.2035677994807
Hertha,987.5780685920578,105.89766399925006,1257.0,987.5780685920578
Heusden Zolder,846.5375832540437,10.073509301829775,993.0,846.5375832540437
Hibernian,972.704016668596,116.83072839900825,1294.0,972.704016668596
Histon,532.4546992481203,149.22344269355708,1075.0,532.4546992481203
Hobro,742.4493632504548,115.99072270493546,1186.0,742.4493632504548
Hoffenheim,990.452716676067,87.28975693464652,1213.0,990.452716676067
Hokkaido Consadole Sapporo,763.2075287215839,121.27817123707841,1126.0,763.2075287215839
Holstein Kiel,793.1026666666667,83.8449024533259,1023.0,793.1026666666667
Homburg,761.4367102888086,48.20531385807695,1081.0,761.4367102888086
Honefoss,896.1309465424227,50.328930494066356,1131.0,896.1309465424227
Honka,939.7804337111878,104.10069281055404,1215.0,939.7804337111878
Horsens,782.2092555331992,127.81650753064888,1169.0,782.2092555331992
Houston Dynamo,780.9865525672371,155.11833794726033,1259.0,780.9865525672371
Huddersfield,741.4609913063114,141.21075082533858,1230.0,741.4609913063114
Huesca,791.8157267672756,64.38159728066043,1000.0,791.8157267672756
Hull,743.0757592864401,130.2101075393569,1164.0,743.0757592864401
Huracan,858.2282854375202,122.84464464947362,1188.0,858.2282854375202
Hvidovre IF,675.4117647058823,78.3434946383357,920.0,675.4117647058823
Hyde United,392.9195751138088,113.3557432127883,973.0,392.9195751138088
Ibiza,702.2080173347779,94.87313175346956,974.0,702.2080173347779
Ilves,929.3717105263158,116.37996733689343,1166.0,929.3717105263158
Ind. Rivadavia,747.8070175438596,157.5920862992822,1003.0,747.8070175438596
Independiente,919.7517676767677,120.7749049596132,1202.0,919.7517676767677
Ingolstadt,776.008125247721,135.61990161457663,1051.0,776.008125247721
Instituto,812.7821782178218,79.23284202145562,1011.0,812.7821782178218
Inter,1118.7683175033922,103.4685139564913,1388.0,1118.7683175033922
Inter Miami,657.6823785351704,103.77087242366827,928.0,657.6823785351704
Inter Turku,908.6536753823384,106.57107010363553,1226.0,908.6536753823384
Internacional,925.3886679920477,129.49822867991477,1241.0,925.3886679920477
Inverness C,912.1288351368555,143.53374705722848,1169.0,912.1288351368555
Ionikos,819.8313197026023,161.59906432245484,1218.0,819.8313197026023
Ipswich,778.6721237439314,171.71428676455452,1220.0,778.6721237439314
Iraklis,1042.1921468401488,68.03445892965124,1253.0,1042.1921468401488
Istanbulspor,901.9502801955407,71.07952324483333,1209.0,901.9502801955407
Istres,666.0836894062178,112.76936476409786,1024.0,666.0836894062178
Iwata,804.665607430946,121.35917770181624,1209.0,804.665607430946
JJK Jyvaskyla,827.9610645638245,115.72652677246097,1136.0,827.9610645638245
Jaen,723.0825992595429,96.7087241073566,1043.0,723.0825992595429
Jagiellonia,922.9784646567012,112.0427104880832,1190.0,922.9784646567012
Jaro,806.4501726689689,82.96769937821153,1117.0,806.4501726689689
Jerv,763.3070949523474,85.86323219190206,937.0,763.3070949523474
Jiangsu Suning,1109.60813579163,180.6213873441017,1308.0,1109.60813579163
Joinville,715.2918184829414,36.478439885953144,969.0,715.2918184829414
Jonkopings,912.020687107499,64.37152201160775,1145.0,912.020687107499
Juarez,625.1824494949495,134.6307325909972,973.0,625.1824494949495
Juve Stabia,632.6701877934272,104.9191278510415,981.0,632.6701877934272
Juventude,609.7562940584089,186.09545174572563,1000.0,609.7562940584089
Juventus,1190.5913613749435,103.03372099734621,1440.0,1190.5913613749435
KPV Kokkola,735.8253706754531,60.37930685785075,955.0,735.8253706754531
KTP,738.9589760420085,142.46509274216808,1029.0,738.9589760420085
Kaiserslautern,923.3069977426636,146.4325958664865,1245.0,923.3069977426636
Kaiserslautern ,756.69375,35.4396300629917,962.0,756.69375
Kalamaria,927.1150281363787,38.75504475162662,1115.0,927.1150281363787
Kalamata,864.2308059701493,42.505868393312,1122.0,864.2308059701493
Kalithea,968.8028255528255,14.509461416253352,1039.0,968.8028255528255
Kallithea,889.7000859845227,11.274653451442388,1013.0,889.7000859845227
Kallonis,836.3687274743554,56.22053080887137,1092.0,836.3687274743554
Kalmar,933.7018664047151,123.82410213551819,1248.0,933.7018664047151
Karabukspor,810.8190379231356,152.5509167152026,1109.0,810.8190379231356
Karagumruk,964.3098478783027,53.43601710246487,1072.0,964.3098478783027
Karlsruhe,831.4784424379233,144.373578232706,1166.0,831.4784424379233
Karsiyaka,782.1650369663726,23.666323803873894,1043.0,782.1650369663726
Kashima Antlers,982.8232705939868,132.32053697291974,1277.0,982.8232705939868
Kashiwa Reysol,913.7303178484108,166.88740545479843,1288.0,913.7303178484108
Kasimpasa,919.0770821583004,83.2961255240911,1120.0,919.0770821583004
Kastoria,612.8209267931969,33.61223622564502,960.0,612.8209267931969
Kavala,947.6240706319703,94.60776621752717,1161.0,947.6240706319703
Kawasaki Frontale,1026.1911513077487,126.93421714251718,1294.0,1026.1911513077487
Kayseri,967.6283862005093,21.179318206834168,1103.0,967.6283862005093
Kayserispor,940.8018433179724,92.28618167574635,1211.0,940.8018433179724
Kelty Hearts,623.8898395721925,159.968076490989,1003.0,623.8898395721925
Kerkyra,914.5801059251903,77.29211775100183,1105.0,914.5801059251903
Kettering Town,537.5460122699386,134.71781933224293,1042.0,537.5460122699386
Khimki,833.2538940809969,158.21581507279896,1213.0,833.2538940809969
Kidderminster,732.1093128904032,121.06477874088522,1080.0,732.1093128904032
Kifisia,861.7688679245283,66.64810591052942,956.0,861.7688679245283
Kilmarnock,940.1407570320639,116.84293894982342,1228.0,940.1407570320639
KingÆs Lynn,497.6669381107492,97.113821664804,972.0,497.6669381107492
Koblenz,819.0359324469996,29.58935729820542,1004.0,819.0359324469996
Kocaelispor,865.5082194952536,95.69741744910192,1221.0,865.5082194952536
Kofu,847.4912327311371,81.85830772355591,1146.0,847.4912327311371
Kongsvinger,883.8652631578948,2.074242702590902,884.0,883.8652631578948
Konyaspor,941.4410971935944,90.20292068108758,1216.0,941.4410971935944
Korona Kielce,854.5139381652306,105.11473330012124,1145.0,854.5139381652306
Kortrijk,854.3815250429496,92.4347477851099,1081.0,854.3815250429496
Krasnodar,1043.8420654911838,95.87016180848937,1260.0,1043.8420654911838
Kristiansund,846.4791051076404,126.04160150793594,1103.0,846.4791051076404
Krylya Sovetov,883.5396625535129,91.74284850974527,1137.0,883.5396625535129
KuPS,1002.1067028092657,129.38119612674205,1262.0,1002.1067028092657
Kuban,859.5074288592294,97.83528095327478,1182.0,859.5074288592294
Kumamoto,883.8105906313646,11.03180790119235,964.0,883.8105906313646
Kyoto,739.6680216802168,91.999850047896,1035.0,739.6680216802168
LASK,918.0186087727071,120.09120576963774,1174.0,918.0186087727071
LKS Lodz,624.0940063091483,71.61173455462225,1045.0,624.0940063091483
La Coruna,933.911754723385,138.3043889465833,1230.0,933.911754723385
Lahti,907.7060128141942,144.90455008476872,1214.0,907.7060128141942
Lamia,911.5035874439462,84.33438611625925,1103.0,911.5035874439462
Lanus,921.9704620045443,152.4002468449366,1285.0,921.9704620045443
Larisa,973.2436105947955,74.90344518567541,1242.0,973.2436105947955
Las Palmas,850.0589901477832,99.30920084290062,1130.0,850.0589901477832
Latina,708.1968350916158,91.54472041346251,996.0,708.1968350916158
Lausanne,712.0329311211664,116.68979429684829,1075.0,712.0329311211664
Lausanne Ouchy,735.8723404255319,171.01030545058865,1012.0,735.8723404255319
Laval,718.5785916185326,137.50980030804925,1064.0,718.5785916185326
Lazio,1069.3254183627319,81.22659507430666,1281.0,1069.3254183627319
Le Havre,834.103214890017,106.62004183602812,1105.0,834.103214890017
Le Mans,777.9926262750399,146.05374896160484,1101.0,777.9926262750399
Leca,876.0427207637232,20.402562460505735,1063.0,876.0427207637232
Lecce,878.3516508367254,95.48515681501965,1187.0,878.3516508367254
Lecco,709.9494949494949,117.57610117822222,932.0,709.9494949494949
Lech Poznan,1007.0896883709146,112.07451074179329,1334.0,1007.0896883709146
Lechia Gdansk,910.015969581749,123.12623800503657,1190.0,910.015969581749
Leczna,731.0827272727273,112.67140916399003,1068.0,731.0827272727273
Leeds,846.1300666139776,170.73265728131065,1281.0,846.1300666139776
Leganes,848.0641625615764,63.662611793154,1064.0,848.0641625615764
Legia,1040.3476938672072,125.14961486108079,1322.0,1040.3476938672072
Legnica,776.1887382690303,84.02820053721541,1061.0,776.1887382690303
Leicester,888.7207858191261,114.98568628927228,1164.0,888.7207858191261
Leipzig,793.3926636568849,54.90979675602093,1140.0,793.3926636568849
Leiria,803.9266936884771,142.6708780830508,1169.0,803.9266936884771
Leixoes,723.0182571052136,72.27510719416897,1086.0,723.0182571052136
Lens,909.3375070501974,137.81568789092077,1240.0,909.3375070501974
Leones Negros,844.8644633110977,19.7283524536863,985.0,844.8644633110977
Leonesa,694.4298520842672,40.3739180773902,971.0,694.4298520842672
Lerida,892.341101934608,6.998242575652519,996.0,892.341101934608
Levadeiakos,933.7080392494405,97.45554969180175,1134.0,933.7080392494405
Levadiakos,682.1988847583643,30.231913157659484,983.0,682.1988847583643
Levante,883.5687192118227,74.67494089861457,1144.0,883.5687192118227
Leverkusen,1090.9556433408577,81.90405927558947,1306.0,1090.9556433408577
Lewes,532.7676627745893,33.8279706543874,983.0,532.7676627745893
Leyton Orient,628.5732189228859,155.29159009675843,1105.0,628.5732189228859
Liaoning,706.9961943793911,161.8860370895115,1134.0,706.9961943793911
Libourne,674.1896737181786,35.04941393897611,966.0,674.1896737181786
Lierse,860.4511977118341,123.04751340874084,1305.0,860.4511977118341
Lille,988.7424703891709,88.9592052110154,1198.0,988.7424703891709
Lillestrom,884.4904364884748,128.17252439033257,1154.0,884.4904364884748
Limerick,723.636678200692,213.11153880720602,1122.0,723.636678200692
Lincoln,657.4219261600994,153.6369285392311,1070.0,657.4219261600994
Liverpool,1092.6820593880545,97.15640513900468,1383.0,1092.6820593880545
Livingston,845.2184595798855,141.70805569393812,1231.0,845.2184595798855
Livorno,753.3589467200493,191.0518898775433,1178.0,753.3589467200493
Ljungskile,850.0535882168599,1.7471729439904378,907.0,850.0535882168599
Llagostera,755.2474732006126,41.69845371441701,964.0,755.2474732006126
Lleida,765.3445812807881,77.10357120391784,1108.0,765.3445812807881
Lobos BUAP,714.360655737705,76.60090580725402,1047.0,714.360655737705
Logrones,809.0889240864351,86.64595952534076,1031.0,809.0889240864351
Lokeren,881.5573025426852,145.23056417744087,1155.0,881.5573025426852
Lokomotiv Moscow,1034.6858796878932,119.78769821214266,1283.0,1034.6858796878932
Lommel,917.9472053390538,51.92253973501863,1225.0,917.9472053390538
Longford,728.5222651222651,147.74232771127424,1110.0,728.5222651222651
Lorca,675.8041272570937,63.6411317735115,1033.0,675.8041272570937
Lorient,877.4872803244439,93.10452155408112,1185.0,877.4872803244439
Los Angeles FC,849.122738386308,113.41398930895234,1132.0,849.122738386308
Los Angeles Galaxy,824.4092909535452,171.63250996140758,1209.0,824.4092909535452
Louhans-Cuis.,654.4166154602433,95.78351897162031,1056.0,654.4166154602433
Louvieroise,780.8295002839296,74.93038297669618,1075.0,780.8295002839296
Lubeck,862.1514537654909,22.745142275036983,1024.0,862.1514537654909
Lucchese,823.0072769054002,22.985058057887578,1040.0,823.0072769054002
Lugano,846.3465447154472,101.0296507817937,1135.0,846.3465447154472
Lugo,721.2878135292627,85.76775747303918,1028.0,721.2878135292627
Luton,752.4631365022017,153.85221509361747,1089.0,752.4631365022017
Luzern,868.8943927583606,135.24737902242038,1216.0,868.8943927583606
Lyngby,704.1165197393638,174.51486939170366,1249.0,704.1165197393638
Lyon,1036.2134235758601,87.26438377875293,1282.0,1036.2134235758601
M'Gladbach,1023.9007900677201,11.120169850306437,1120.0,1023.9007900677201
M'gladbach,1005.8467060321871,89.21437187992176,1303.0,1005.8467060321871
M. Saransk,805.6737981374276,57.59413950161114,1098.0,805.6737981374276
MVV Maastricht,800.8463362312295,40.94210095352965,1119.0,800.8463362312295
Macclesfield,579.4959887940914,185.27055058306732,1009.0,579.4959887940914
Machida,968.4827586206897,31.65846838824732,1003.0,968.4827586206897
Madeira,859.4484076433121,12.048449437315021,1040.0,859.4484076433121
Magdeburg,706.8722397476341,50.32270377925079,936.0,706.8722397476341
Maidenhead,576.4581105169341,100.29716671293048,978.0,576.4581105169341
Maidstone,492.1138996138996,152.315626186345,961.0,492.1138996138996
Mainz,965.8789485559566,79.41467519644294,1275.0,965.8789485559566
Malaga,883.6088336418936,128.34652998431645,1154.0,883.6088336418936
Malaga B,740.227677152844,42.94154863509276,994.0,740.227677152844
Malatyaspor,988.4018884626734,32.82994682995327,1128.0,988.4018884626734
Mallorca,892.8834831875847,129.93518660962314,1227.0,892.8834831875847
Mallorca B,742.5157365776249,27.70152053279794,1034.0,742.5157365776249
Malmo FF,1109.3496314496315,100.38336869890928,1323.0,1109.3496314496315
Man City,1054.570735011855,116.59828228809084,1327.0,1054.570735011855
Man United,1126.9847560975609,117.383030882882,1382.0,1126.9847560975609
Manisaspor,806.0799039780521,81.44230077887104,1149.0,806.0799039780521
Mannheim,797.2647788808664,98.655939619472,1131.0,797.2647788808664
Mansfield,651.9867901095179,185.05691507573826,1082.0,651.9867901095179
Mantova,829.8046135307281,48.1472596839665,1136.0,829.8046135307281
Mariehamn,899.9070970921637,143.19717216050577,1244.0,899.9070970921637
Maritimo,913.053155761436,98.5651111929954,1166.0,913.053155761436
Marseille,1010.0673434856176,82.34942143532764,1254.0,1010.0673434856176
Martigues,793.0069937958262,67.90432751131266,1139.0,793.0069937958262
Mattersburg,778.7630916414904,104.84736789173051,1087.0,778.7630916414904
Mazatlan FC,634.8023166023166,128.38437684233583,963.0,634.8023166023166
Mechelen,848.0724585865809,84.98274237286812,1106.0,848.0724585865809
Meizhou Hakka,921.0219435736677,96.64770130554146,1126.0,921.0219435736677
Meppen,753.2891471119134,88.43210861013047,1099.0,753.2891471119134
Merida,995.2815487571702,37.09871492857928,1187.0,995.2815487571702
Mersin Idman Yurdu,742.4252765356555,105.95002522387057,1091.0,742.4252765356555
Mervue,956.2071589627959,4.659924524930685,1061.0,956.2071589627959
Messina,759.6115873485072,93.80209959210111,1160.0,759.6115873485072
Metz,867.7484489565708,127.32714491522346,1230.0,867.7484489565708
Middlesbrough,833.4262165518799,165.2020839738122,1174.0,833.4262165518799
Midtjylland,1043.948202162434,138.23203283545496,1328.0,1043.948202162434
Milan,1113.4735413839892,93.13906193999293,1364.0,1113.4735413839892
Millwall,747.9653381506154,151.59467839433236,1174.0,747.9653381506154
Milton Keynes Dons,596.6002304147465,123.51766802506512,973.0,596.6002304147465
Minnesota United,744.313127090301,109.83818078852742,1037.0,744.313127090301
Mioveni,763.7731878409977,162.4820570861015,1054.0,763.7731878409977
Mirandes,728.2441742654509,73.25827890708808,948.0,728.2441742654509
Mjallby,874.6440677966102,95.33342916327315,1138.0,874.6440677966102
Mjondalen,683.7247244094489,111.22249227564939,1072.0,683.7247244094489
Modena,797.479308306237,115.8401609242274,1100.0,797.479308306237
Molde,1060.2552096101986,124.58074203748367,1341.0,1060.2552096101986
Molenbeek,1016.8917888213562,53.18734037076034,1138.0,1016.8917888213562
Monaco,1002.1817053913828,111.54936651574349,1295.0,1002.1817053913828
Monaghan,800.9221571498292,14.105257997660663,1000.0,800.9221571498292
Monarcas,896.7132426988923,113.42670906246856,1289.0,896.7132426988923
Montedio Yamagata,685.4113636363636,75.51561808626441,995.0,685.4113636363636
Monterrey,893.9410727776378,116.9234547030889,1177.0,893.9410727776378
Montpellier,906.5851099830795,92.87093643448989,1147.0,906.5851099830795
Montrose,535.0294042769857,149.16481607992162,989.0,535.0294042769857
Monza,792.8761649431891,61.0417959508932,1073.0,792.8761649431891
Morecambe,512.5556890338081,162.5159268536577,1045.0,512.5556890338081
Moreirense,875.5981265356265,81.9457992006075,1030.0,875.5981265356265
Morton,780.7513416815742,126.55298866221041,1156.0,780.7513416815742
Motherwell,951.0905197360805,99.31406749547965,1223.0,951.0905197360805
Mouscron,866.2675347008967,134.55840109716573,1219.0,866.2675347008967
Mouscron-Peruwelz,816.4412032816773,42.452767864321245,1041.0,816.4412032816773
Mulhouse,796.1826225881774,35.78578622067571,1032.0,796.1826225881774
Munich 1860,855.7643276173285,145.48005585790563,1190.0,855.7643276173285
Murcia,859.4403016934681,65.12243795509328,1021.0,859.4403016934681
MyPa,854.1887629374075,67.43024478419446,1173.0,854.1887629374075
NAC Breda,800.3235858642881,147.82725268156278,1130.0,800.3235858642881
Nacional,829.4298218673218,151.92564502758268,1123.0,829.4298218673218
Nagoya Grampus,865.8521143974579,136.6727227237618,1186.0,865.8521143974579
Nancy,805.8666420845624,161.5311502919732,1154.0,805.8666420845624
Nantes,906.4010827881796,115.29456511728705,1253.0,906.4010827881796
Nantong Zhiyun,824.3021148036254,61.45626157213879,1028.0,824.3021148036254
Napoli,1049.7650384441429,130.80917011289986,1385.0,1049.7650384441429
Nashville SC,772.9267585206671,93.7223596510262,999.0,772.9267585206671
Nautico,694.2890159045726,94.88911182665821,1090.0,694.2890159045726
Naval,797.1470790378007,52.70491658008747,1046.0,797.1470790378007
Navodari,973.1615299944964,28.90322978424214,1071.0,973.1615299944964
Necaxa,731.3907208588957,154.17609186143807,1071.0,731.3907208588957
Neustadt,793.070996978852,67.34586939161755,1049.0,793.070996978852
New England Revolution,843.9713936430318,146.08727768246646,1270.0,843.9713936430318
New York City,841.4241636895096,108.83744464772627,1087.0,841.4241636895096
New York Red Bulls,886.8310513447433,150.01212982379874,1240.0,886.8310513447433
Newcastle,957.0504685559445,120.03402128039383,1265.0,957.0504685559445
Newells Old Boys,885.9005050505051,121.38240400389824,1254.0,885.9005050505051
Newport County,530.8616199514456,159.19209260462264,1003.0,530.8616199514456
Nice,924.1929215822346,79.93784616129571,1176.0,924.1929215822346
